0.05,2.9643e-13,-0.125465,-216.034,-170.849,
0.1,-9.99201e-16,1.44551e-13,-1.97176e-13,1.93427e-11,
0.15,3.35287e-14,9.4591e-14,-2.66454e-13,-2.66454e-13,
0.2,-9.54792e-15,-4.4631e-14,3.42837e-13,-2.96652e-13,
0.25,-3.83027e-14,1.23235e-13,3.37508e-14,-1.43885e-13,
0.3,-3.18634e-14,1.49103e-13,9.76996e-14,2.66454e-14,
0.35,1.33227e-14,-3.01981e-14,-1.72307e-13,-3.01981e-14,
0.4,1.69864e-14,-8.471e-14,-1.35003e-13,-9.9476e-14,
0.45,-1.16573e-14,-2.90212e-13,-1.803e-13,-2.86882e-13,
0.5,-3.80806e-14,-1.50768e-13,8.17124e-14,1.88294e-13,
0.55,8.99281e-15,1.32894e-13,-2.62901e-13,2.13163e-14,
0.6,-4.44089e-15,2.03282e-13,2.75335e-14,2.76223e-13,
0.65,9.4369e-15,2.36811e-13,-1.62537e-13,8.61533e-14,
0.7,3.73035e-14,2.75668e-13,-2.75335e-13,1.25233e-12,
0.75,-3.64153e-14,3.17968e-13,1.06581e-14,-3.09086e-13,
0.8,1.93179e-14,1.55431e-15,-3.75699e-13,-6.95444e-13,
0.85,6.10623e-15,1.85629e-13,-5.06262e-14,9.14824e-14,
0.9,-1.22125e-14,-3.44169e-15,5.15143e-14,3.00204e-13,
0.95,-2.88658e-15,2.28484e-13,-2.39808e-13,-3.4639e-13,
1,2.86438e-14,1.97065e-13,-8.17124e-14,-1.52767e-13,
1.05,-1.31006e-14,1.71529e-13,-4.17888e-13,-1.33671e-13,
1.1,-1.43219e-14,1.99396e-13,-2.81553e-13,-1.39444e-13,
1.15,8.88178e-16,2.98983e-13,-4.39648e-14,-3.28182e-13,
1.2,5.88418e-15,1.8674e-13,-1.26121e-13,-5.87974e-13,
1.25,-1.54321e-14,4.15223e-13,-1.81632e-13,-6.79012e-13,
1.3,1.60982e-14,3.98792e-13,-1.53211e-13,-1.88738e-13,
1.35,6.21725e-15,3.13749e-13,1.01696e-13,-3.24629e-13,
1.4,-3.55271e-14,-9.88098e-14,-1.60316e-13,-5.37348e-14,
1.45,2.88658e-14,-3.86302e-13,-1.46549e-13,1.73195e-13,
1.5,6.21725e-15,-1.34781e-13,-1.24345e-14,-6.8745e-13,
1.55,-8.88178e-15,-4.02067e-13,1.5854e-13,-1.90958e-14,
1.6,-1.05471e-14,-1.10689e-13,7.37188e-14,1.803e-13,
1.65,-1.08802e-14,-3.40616e-13,-1.94067e-13,-1.5854e-13,
1.7,2.03171e-14,-2.24709e-13,-5.63993e-14,-9.19265e-14,
1.75,-6.88338e-15,-1.46105e-13,1.33227e-14,-4.4853e-13,
1.8,3.10862e-15,1.37224e-13,-1.95399e-13,3.37508e-13,
1.85,4.21885e-15,2.0095e-13,-1.88294e-13,-2.59348e-13,
1.9,-2.88658e-15,8.43769e-14,-6.70575e-14,3.95239e-14,
1.95,1.57652e-14,1.58096e-13,1.9984e-14,2.68674e-13,
2,-2.42029e-14,9.24261e-14,-2.35367e-13,-9.32587e-14,
2.05,2.33702e-14,-2.03226e-13,2.66454e-15,3.81917e-14,
2.1,-2.14273e-14,1.05027e-13,-4.79616e-14,-2.96652e-13,
2.15,1.26565e-14,-1.19238e-13,1.76748e-13,2.83329e-13,
2.2,-1.27676e-14,-9.03722e-14,-2.52687e-13,-3.9968e-15,
2.25,7.93809e-15,-9.60343e-15,5.06262e-14,-1.62537e-13,
2.3,6.66134e-16,-5.55667e-14,2.84217e-14,-4.26326e-14,
2.35,-3.33067e-16,-6.55587e-14,-1.23457e-13,8.9706e-14,
2.4,7.27196e-15,-1.1896e-13,9.63674e-14,1.31894e-13,
2.45,-7.49401e-15,1.69309e-14,-1.9007e-13,-1.54543e-13,
2.5,4.77396e-15,-1.33338e-13,5.15143e-14,1.22569e-13,
2.55,-2.30926e-14,8.59868e-14,-1.66089e-13,-5.9508e-14,
2.6,-2.16493e-15,1.46494e-13,-1.47882e-13,-1.83409e-13,
2.65,-1.12688e-14,1.41664e-13,7.37188e-14,2.51354e-13,
2.7,-7.71605e-15,-1.27676e-15,4.57412e-14,-2.02949e-13,
2.75,5.66214e-15,7.49956e-14,1.95399e-14,2.14939e-13,
2.8,-4.60743e-15,1.50935e-13,1.95399e-14,1.95399e-14,
2.85,-9.9365e-15,7.27196e-14,1.20792e-13,-3.55271e-15,
2.9,-6.71685e-15,1.21847e-13,-5.63993e-14,-3.86358e-14,
2.95,-1.0103e-14,-2.14273e-14,-1.18572e-13,-1.36335e-13,
3,-5.77316e-15,1.58651e-13,1.42109e-14,8.52651e-14,
3.05,-2.04281e-14,1.05749e-13,-5.32907e-15,-1.65201e-13,
3.1,1.59317e-14,6.70575e-14,5.77316e-14,1.11022e-13,
3.15,-3.44169e-15,5.4956e-15,7.10543e-15,-1.88294e-13,
3.2,2.33147e-14,5.9952e-14,-1.36335e-13,-1.19904e-14,
3.25,-1.88738e-14,5.14033e-14,1.68754e-14,-8.88178e-16,
3.3,1.7486e-14,5.68434e-14,-6.70575e-14,-2.09166e-13,
3.35,7.66054e-15,-2.7145e-14,-3.33067e-14,-6.88338e-14,
3.4,-1.7486e-14,1.15241e-13,-1.11022e-14,-1.17684e-13,
3.45,-7.77156e-16,3.99125e-14,-7.10543e-14,-3.73035e-13,
3.5,3.16414e-15,1.53044e-13,-3.64153e-14,1.76748e-13,
3.55,-4.38538e-15,-6.4948e-14,-8.9706e-14,2.30038e-13,
3.6,8.82627e-15,4.84612e-14,-7.77156e-14,-1.13243e-13,
3.65,-1.08802e-14,-1.96509e-14,-1.31006e-14,7.57172e-14,
3.7,8.04912e-15,2.45914e-14,-1.9984e-14,6.88338e-14,
3.75,2.77556e-16,1.98341e-13,-1.0969e-13,-7.41629e-14,
3.8,3.27516e-15,5.58997e-14,-3.28626e-14,-8.61533e-14,
3.85,-2.05391e-15,6.03961e-14,-1.11466e-13,-4.88498e-15,
3.9,3.05311e-15,1.40388e-13,-1.77636e-15,1.04805e-13,
3.95,4.94049e-15,5.25691e-14,-2.53131e-14,4.57412e-14,
4,-6.88338e-15,1.2601e-13,-7.61613e-14,-7.61613e-14,
4.05,5.9952e-15,3.75255e-14,-7.10543e-14,-1.24345e-13,
4.1,7.88258e-15,8.09353e-14,1.6076e-13,-1.58984e-13,
4.15,-4.05231e-15,-3.91909e-14,-1.06581e-13,-1.06581e-13,
4.2,-1.38778e-15,2.13052e-13,8.63754e-14,3.30846e-14,
4.25,-2.16493e-15,-6.87783e-14,-1.29008e-13,-2.24265e-14,
4.3,-1.44329e-15,1.76692e-13,5.9952e-15,-4.72955e-14,
4.35,1.34892e-14,-9.99201e-16,-5.50671e-14,-1.61648e-13,
4.4,-1.44884e-14,1.35947e-13,-1.04361e-14,7.32747e-15,
4.45,6.88338e-15,8.21565e-14,2.4647e-14,-2.86438e-14,
4.5,1.55431e-15,2.2371e-14,-5.86198e-14,3.01981e-14,
4.55,3.16414e-15,8.75966e-14,-3.79696e-14,-9.12603e-14,
4.6,6.60583e-15,8.03246e-14,-8.21565e-15,9.54792e-15,
4.65,3.85803e-15,1.74138e-13,-4.24105e-14,-1.31228e-13,
4.7,-1.25733e-14,-2.96985e-14,-7.63833e-14,-5.32907e-15,
4.75,4.05231e-15,9.86433e-14,9.37028e-14,-7.50511e-14,
4.8,8.32667e-15,6.51146e-14,-3.5083e-14,-8.83738e-14,
4.85,-7.21645e-15,1.25067e-13,4.26326e-14,1.49214e-13,
4.9,-6.88338e-15,5.11813e-14,-7.59393e-14,-5.81757e-14,
4.95,6.57807e-15,7.04992e-14,-6.66134e-15,-6.66134e-15,
5,8.71525e-15,6.75016e-14,-1.33227e-14,-5.77316e-14,
5.05,-5.10703e-15,-1.40443e-14,-6.88338e-14,1.9984e-14,
5.1,1.10467e-14,1.37002e-13,-9.21485e-14,-1.54321e-13,
5.15,1.16296e-14,5.4734e-14,-1.59872e-14,4.61853e-14,
5.2,3.38618e-15,-1.50435e-14,-7.9714e-14,2.68674e-14,
5.25,1.28786e-14,1.5804e-13,-7.9492e-14,-6.17284e-14,
5.3,-2.91434e-15,-2.15938e-14,-1.2057e-13,-1.39888e-14,
5.35,3.60822e-15,7.86038e-14,-3.81917e-14,-5.59552e-14,
5.4,9.54792e-15,6.08957e-14,9.54792e-15,3.61933e-14,
5.45,1.2379e-14,1.2057e-13,-9.30367e-14,-5.75096e-14,
5.5,1.19071e-14,1.53766e-14,-1.55431e-15,-7.26086e-14,
5.55,5.30131e-15,1.88183e-14,1.42109e-14,-3.90799e-14,
5.6,9.32587e-15,1.43774e-13,3.10862e-15,7.41629e-14,
5.65,-3.60822e-15,1.95399e-14,-3.90799e-14,-6.57252e-14,
5.7,1.00198e-14,9.24261e-14,-4.57412e-14,-1.16795e-13,
5.75,-1.10745e-14,5.88418e-14,-1.33227e-15,-1.16795e-13,
5.8,6.85563e-15,1.25122e-13,-3.73035e-14,-9.05942e-14,
5.85,4.52416e-15,7.37743e-14,1.95399e-14,2.84217e-14,
5.9,3.33067e-16,-2.56462e-14,-9.76996e-15,-1.25233e-13,
5.95,-4.52416e-15,2.61458e-14,3.75255e-14,-7.79377e-14,
6,-6.85563e-15,2.08111e-13,-6.43929e-14,-1.9984e-14,
6.05,-5.85643e-15,-9.15934e-15,-2.5091e-14,1.04361e-14,
6.1,6.34215e-15,2.14828e-14,-1.04361e-14,-7.26086e-14,
6.15,-4.21885e-15,1.07803e-13,-9.10383e-15,1.75415e-14,
6.2,8.88178e-16,7.62723e-14,-6.52811e-14,-7.41629e-14,
6.25,3.77476e-15,9.53682e-14,-3.55271e-15,-1.68754e-14,
6.3,-5.06539e-15,-2.2371e-14,0,4.44089e-15,
6.35,-4.64906e-15,9.59788e-14,-4.27436e-14,3.27516e-14,
6.4,-2.02616e-15,2.09111e-13,1.06581e-14,-3.37508e-14,
6.45,8.67362e-15,-1.16018e-14,-3.85247e-14,-2.07612e-14,
6.5,4.09395e-15,-6.11178e-14,1.93179e-14,4.59632e-14,
6.55,-3.21965e-15,-1.04361e-14,1.92069e-14,5.4734e-14,
6.6,6.95277e-15,1.21791e-13,-4.84057e-14,-1.28786e-14,
6.65,-4.19109e-15,2.10942e-14,1.59872e-14,-5.50671e-14,
6.7,1.22125e-15,9.72e-14,-2.4647e-14,-6.01741e-14,
6.75,1.17961e-15,-5.36238e-14,8.88178e-16,-1.24345e-14,
6.8,-1.04083e-15,1.42497e-13,-8.99281e-14,4.77396e-14,
6.85,-2.498e-15,3.61378e-14,3.44169e-14,-8.99281e-14,
6.9,-2.27596e-15,1.40971e-13,-5.88418e-15,3.40838e-14,
6.95,-4.6213e-15,5.83422e-14,-2.73115e-14,2.59792e-14,
7,1.17961e-15,6.7113e-14,-1.17684e-14,-3.84137e-14,
7.05,-4.44089e-16,9.38694e-14,7.43849e-15,6.07292e-14,
7.1,2.48412e-15,-6.68632e-14,-5.11813e-14,-8.22675e-14,
7.15,1.98452e-15,1.55903e-13,1.66533e-15,5.4956e-14,
7.2,6.88338e-15,1.15213e-13,-1.27676e-14,-1.72085e-14,
7.25,-1.98452e-15,9.07607e-15,2.77556e-15,-2.38698e-14,
7.3,-7.77156e-16,1.84186e-13,2.33147e-15,-1.54321e-14,
7.35,1.58207e-15,6.05072e-14,7.10543e-15,-2.84217e-14,
7.4,3.21965e-15,1.05443e-13,-1.87628e-14,-9.88098e-15,
7.45,-3.19189e-16,2.15661e-13,-8.43769e-15,3.15303e-14,
7.5,4.60743e-15,3.74423e-14,-3.31957e-14,-5.09592e-14,
7.55,2.31759e-15,-2.92266e-14,2.53131e-14,-3.68594e-14,
7.6,4.77396e-15,-5.36793e-14,-9.4369e-16,-3.86913e-14,
7.65,2.44249e-15,2.52853e-14,-2.5091e-14,3.77476e-15,
7.7,-2.77556e-15,1.19904e-14,6.10623e-15,8.32667e-15,
7.75,3.6221e-15,-7.68829e-15,7.99361e-15,-3.41949e-14,
7.8,4.13558e-15,8.03524e-14,-2.58682e-14,-3.69704e-14,
7.85,2.23432e-15,-3.00038e-14,-3.15858e-14,2.39253e-14,
7.9,8.32667e-16,7.62446e-14,-2.56462e-14,-3.45279e-14,
7.95,5.82867e-16,8.39606e-14,1.39888e-14,5.83977e-14,
8,5.46785e-15,1.98175e-14,1.12688e-14,6.90004e-14,
8.05,2.7825e-15,-3.52218e-14,-8.54872e-15,-7.9603e-14,
8.1,-3.69149e-15,8.15459e-14,6.60583e-15,8.82627e-15,
8.15,-4.16334e-16,7.6994e-14,-2.35922e-14,1.85962e-14,
8.2,5.93275e-15,-1.54321e-14,1.08247e-14,-9.15934e-15,
8.25,-4.85723e-15,1.04194e-13,6.10623e-15,-4.27436e-14,
8.3,1.67227e-15,1.186e-13,7.21645e-15,7.21645e-15,
8.35,1.83187e-15,-5.10703e-14,2.16493e-15,2.16493e-15,
8.4,2.52576e-15,7.17482e-14,-2.12053e-14,2.54241e-14,
8.45,-8.8124e-16,9.32865e-14,6.77236e-15,-2.87548e-14,
8.5,1.58901e-15,2.45637e-14,-1.9984e-15,-1.53211e-14,
8.55,9.36751e-16,4.37428e-14,-1.46549e-14,1.64313e-14,
8.6,1.07553e-15,6.05627e-14,6.60583e-15,1.10467e-14,
8.65,5.27356e-16,6.64468e-14,-3.02536e-15,-2.52298e-14,
8.7,6.03684e-16,1.01141e-13,-2.362e-14,-8.07687e-15,
8.75,-7.42462e-16,2.60902e-15,-5.02376e-15,8.29892e-15,
8.8,-5.20417e-16,-5.30131e-15,-2.34257e-14,-3.44169e-15,
8.85,1.11716e-15,1.04611e-13,1.46549e-14,-1.19904e-14,
