0.05,9.18399e-14,1.19134e-13,4.44089e-14,4.9738e-13,-216.339,-171.001,
0.1,6.90835e-14,8.29756e-14,-1.77636e-14,-1.24345e-13,7.10543e-14,4.40536e-12,
0.15,1.28998e-13,7.27123e-14,-3.55271e-14,1.24345e-13,-4.9738e-13,0,
0.2,1.43754e-13,9.533e-14,-6.21725e-14,1.59872e-13,-2.13163e-13,-2.84217e-13,
0.25,1.54701e-13,1.91015e-13,-4.44089e-14,-1.77636e-14,1.42109e-13,7.10543e-14,
0.3,9.92672e-14,2.95202e-13,8.88178e-15,1.77636e-13,-7.10543e-14,3.55271e-13,
0.35,8.97409e-14,4.93879e-13,-2.66454e-14,-1.42109e-13,-1.42109e-13,-7.10543e-14,
0.4,1.09989e-13,3.9774e-13,-8.88178e-15,-8.88178e-14,0,-5.68434e-13,
0.45,8.05773e-14,4.90982e-13,8.88178e-15,-1.59872e-13,-2.13163e-13,-7.81597e-13,
0.5,7.78929e-14,4.22249e-13,0,-3.01981e-13,-4.26326e-13,2.84217e-13,
0.55,5.90752e-14,2.30415e-13,4.44089e-14,-1.77636e-14,-4.26326e-13,-5.68434e-13,
0.6,9.27525e-14,1.27092e-13,2.66454e-14,-8.88178e-14,-2.84217e-13,7.10543e-14,
0.65,8.29641e-14,1.77436e-13,-3.55271e-14,1.24345e-13,-1.42109e-13,1.42109e-13,
0.7,9.80184e-14,2.40743e-13,4.44089e-14,1.95399e-13,1.42109e-13,-2.84217e-13,
0.75,1.17281e-13,1.61314e-13,-8.88178e-15,-3.55271e-14,-1.42109e-13,2.13163e-13,
0.8,8.29087e-14,3.62113e-13,-1.77636e-14,1.42109e-13,-7.10543e-14,-6.39488e-13,
0.85,9.74679e-14,1.57099e-13,6.21725e-14,5.15143e-13,-1.42109e-13,1.42109e-13,
0.9,7.76661e-14,9.17361e-14,8.88178e-15,1.42109e-13,-3.55271e-13,-2.13163e-13,
0.95,7.58155e-14,7.63028e-14,8.88178e-15,1.77636e-14,7.10543e-14,1.42109e-13,
1,8.77793e-14,5.13513e-14,-8.88178e-15,1.42109e-13,-3.55271e-13,-3.55271e-13,
1.05,8.92681e-14,6.0877e-14,8.88178e-15,3.55271e-13,-1.42109e-13,-7.10543e-13,
1.1,1.11913e-13,1.07338e-13,-3.55271e-14,5.32907e-14,-4.26326e-13,-6.39488e-13,
1.15,1.14037e-13,9.46828e-14,5.32907e-14,2.84217e-13,-2.84217e-13,0,
